ObjectType,ObjectName,Description,Utilization,ParametersJson,OutputNotes,ReferencedObjectsJson,IRI,CodeColumn,Code,AccessBitmap
"    ""Logs the insertion event to ProcErrorLog with EventName='New Source' on success.""",,,,,,,,,,
  ],"Use when registering a new data source in the metadata layer so events, properties, and source columns can be linked to it consistently.",[,,,,,,,,
"    {""name"":""@Name"",""type"":""NVARCHAR(50)"",""default"":null,""description"":""Unique name of the data source.""},",,,,,,,,,,
"    {""name"":""@Description"",""type"":""NVARCHAR(500)"",""default"":""NULL"",""description"":""Optional descriptive text for the source.""},",,,,,,,,,,
"    {""name"":""@SourceProperties"",""type"":""NVARCHAR(MAX)"",""default"":""NULL"",""description"":""JSON of additional source metadata.""},",,,,,,,,,,
"    {""name"":""@DefaultTableName"",""type"":""NVARCHAR(128)"",""default"":""NULL"",""description"":""Default table to query within the source.""},",,,,,,,,,,
"    {""name"":""@IRI"",""type"":""NVARCHAR(500)"",""default"":""NULL"",""description"":""Optional external identifier (IRI) for the source.""},",,,,,,,,,,
"    {""name"":""@DatabaseName"",""type"":""NVARCHAR(500)"",""default"":""NULL"",""description"":""Database name; defaults to current DB_NAME().""},",,,,,,,,,,
"    {""name"":""@ServerName"",""type"":""NVARCHAR(500)"",""default"":""NULL"",""description"":""Server name; defaults to @@SERVERNAME.""},",,,,,,,,,,
"    {""name"":""@SourceID"",""type"":""INT"",""default"":""NULL"",""description"":""OUTPUT. Returns existing or newly created SourceID.""}",,,,,,,,,,
  ],[,,,,,,,,,
"    {""name"":""@SourceID"",""type"":""INT"",""description"":""Existing or newly assigned SourceID.""}",,,,,,,,,,
  ],[,,,,,,,,,
"    {""name"":""dbo.Sources"",""type"":""Table"",""description"":""Table of registered data sources.""},",,,,,,,,,,
"    {""name"":""dbo.ProcErrorLog"",""type"":""Table"",""description"":""Logs procedure events and errors, used here to record successful insertions.""}",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
Instance,Souce Column,The total amount of chips in the pot during the current game.--Code:Stage.STAGE.poker.InputProperties.Pot,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,Stage.STAGE.poker.InputProperties.Pot,-1
Instance,Souce Column,The current round number in the game.--Code:Stage.STAGE.poker.InputProperties.round,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,Stage.STAGE.poker.InputProperties.round,-1
Instance,Souce Column,Indicates the turn within the current round of the game.--Code:Stage.STAGE.poker.InputProperties.Round_turn,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,Stage.STAGE.poker.InputProperties.Round_turn,-1
Instance,Souce Column,Number of seats occupied or available at the poker table during the game event.--Code:Stage.STAGE.poker.InputProperties.seats,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,Stage.STAGE.poker.InputProperties.seats,-1
Instance,Souce Column,Unique tournament number or identifier for a specific poker tournament event.--Code:Stage.STAGE.poker.InputProperties.TournamentNumber,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,Stage.STAGE.poker.InputProperties.TournamentNumber,-1
Instance,Souce Column,"Fuel consumed during the truck route, measured in gallons.--Code:UnknownDB.UnknownTable.Fuel",NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,UnknownDB.UnknownTable.Fuel,-1
Instance,Souce Column,"Total weight of the truck’s cargo, measured in pounds.--Code:UnknownDB.UnknownTable.Weight",NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,UnknownDB.UnknownTable.Weight,-1
Instance,Souce Column,"Unique identifier for a customer across restaurant service, e-commerce, or delivery events.--Code:UnknownDB.UnknownTable.CustomerID",NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,UnknownDB.UnknownTable.CustomerID,-1
Instance,Souce Column,"Unique order or transaction identifier for e-commerce, restaurant, or service events.--Code:UnknownDB.UnknownTable.OrderID",NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,UnknownDB.UnknownTable.OrderID,-1
SQL_TABLE_VALUED_FUNCTION,[dbo].[SequenceSegments],"Database virtual data returns data, named, [dbo].[SequenceSegments]: Identifies and aggregates all event sequences in raw event data that begin with a specified start event and end with a specified end event, computing basic statistics (min, max, avg, stdev, sum) on the elapsed time between those events and listing the cases in which they occur.",NULL,[,,,,,,
"    { ""name"": ""@StartEvent"",               ""type"": ""NVARCHAR(20)"",  ""default"": ""NULL"", ""description"": ""Name of the event at which sequences must begin."" },",,,,,,,,,,
"    { ""name"": ""@EndEvent"",                 ""type"": ""NVARCHAR(20)"",  ""default"": ""NULL"", ""description"": ""Name of the event at which sequences must end."" },",,,,,,,,,,
"    { ""name"": ""@EventSet"",                 ""type"": ""NVARCHAR(MAX)"", ""default"": ""NULL"", ""description"": ""Comma‐delimited list or code referencing ParseEventSet to restrict which events are considered."" },",,,,,,,,,,
"    { ""name"": ""@enumerate_multiple_events"",""type"": ""INT"",           ""default"": ""0"",    ""description"": ""If >0, disambiguates repeated events by appending an occurrence index."" },",,,,,,,,,,
"    { ""name"": ""@StartDateTime"",            ""type"": ""DATETIME"",     ""default"": ""NULL"", ""description"": ""Lower bound of event dates; defaults to '1900-01-01' if NULL."" },",,,,,,,,,,
"    { ""name"": ""@EndDateTime"",              ""type"": ""DATETIME"",     ""default"": ""NULL"", ""description"": ""Upper bound of event dates; defaults to '2050-12-31' if NULL."" },",,,,,,,,,,
"    { ""name"": ""@transforms"",               ""type"": ""NVARCHAR(MAX)"", ""default"": ""NULL"", ""description"": ""JSON or code for event renaming via ParseTransforms."" },",,,,,,,,,,
"    { ""name"": ""@ByCase"",                   ""type"": ""BIT"",          ""default"": ""1"",    ""description"": ""1 to partition events by CaseID; 0 to treat all as a single sequence."" },",,,,,,,,,,
"    { ""name"": ""@Metric"",                   ""type"": ""NVARCHAR(20)"",  ""default"": ""'Time Between'"", ""description"": ""Metric name for time calculation; defaults to 'Time Between'."" },",,,,,,,,,,
"    { ""name"": ""@FilterProperties"",         ""type"": ""NVARCHAR(MAX)"", ""default"": ""NULL"", ""description"": ""JSON to filter which cases are included via CasePropertiesParsed."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""Seq"",           ""type"": ""NVARCHAR(2000)"", ""description"": ""Comma-delimited sequence of events from start to end."" },",,,,,,,,,,
"    { ""name"": ""SeqStDev"",      ""type"": ""FLOAT"",          ""description"": ""Standard deviation of elapsed minutes across all cases for this sequence."" },",,,,,,,,,,
"    { ""name"": ""SeqMax"",        ""type"": ""FLOAT"",          ""description"": ""Maximum elapsed minutes for the sequence."" },",,,,,,,,,,
"    { ""name"": ""SeqAvg"",        ""type"": ""FLOAT"",          ""description"": ""Average elapsed minutes for the sequence."" },",,,,,,,,,,
"    { ""name"": ""SeqMin"",        ""type"": ""FLOAT"",          ""description"": ""Minimum elapsed minutes for the sequence."" },",,,,,,,,,,
"    { ""name"": ""SeqSum"",        ""type"": ""FLOAT"",          ""description"": ""Sum of elapsed minutes across all cases for the sequence."" },",,,,,,,,,,
"    { ""name"": ""Cases"",         ""type"": ""INT"",            ""description"": ""Count of distinct cases in which the sequence occurs."" },",,,,,,,,,,
"    { ""name"": ""CaseID_List"",   ""type"": ""NVARCHAR(MAX)"",   ""description"": ""Comma-delimited list of CaseIDs where the sequence is found."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.SelectedEvents"", ""type"": ""Table-Valued Function"", ""description"": ""Filters, orders, and enriches raw event data per model parameters."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
Instance,Event Type,User orders drinks--Code:drinks,NULL,NULL,NULL,NULL,NULL,Event,drinks,-1
Instance,Event Type,Event Set--Code:Echo,NULL,NULL,NULL,NULL,NULL,Event,Echo,-1
Instance,Event Type,Event Set--Code:ER_CHECKIN,NULL,NULL,NULL,NULL,NULL,Event,ER_CHECKIN,-1
Instance,Event Type,Flop in poker game--Code:FLOP,NULL,NULL,NULL,NULL,NULL,Event,FLOP,-1
Instance,Event Type,Player folds their hand--Code:folds,NULL,NULL,NULL,NULL,NULL,Event,folds,-1
Instance,Event Type,Game state event 0--Code:GameState-0,NULL,NULL,NULL,NULL,NULL,Event,GameState-0,-1
Instance,Event Type,Game state event 1--Code:GameState-1,NULL,NULL,NULL,NULL,NULL,Event,GameState-1,-1
Instance,Event Type,Game state event 2--Code:GameState-2,NULL,NULL,NULL,NULL,NULL,Event,GameState-2,-1
SQL_STORED_PROCEDURE,[dbo].[DeleteCase],"Database Stored procedure that executes a process, named, [dbo].[DeleteCase]: [",,,,,,,,
"    ""Deletes all data associated with a given CaseID, including event facts, parsed and raw properties, case properties, and the case record itself.""",,,,,,,,,,
  ],Use when you need to remove a case and its related dependent data in a controlled way rather than manually deleting from multiple tables.,[,,,,,,,,
"    {""name"":""@CaseID"",""type"":""INT"",""default"":null,""description"":""Identifier of the case to delete along with all related data.""}",,,,,,,,,,
  ],[,,,,,,,,,
"    {""name"":""Affected Rows"",""type"":""N/A"",""description"":""Rows removed from EventPropertiesParsed, EventProperties, EventsFact, CaseProperties, CasePropertiesParsed, and Cases tables.""}",,,,,,,,,,
  ],[,,,,,,,,,
"    {""name"":""dbo.EventPropertiesParsed"",""type"":""Table"",""description"":""Parsed event-level properties to delete.""},",,,,,,,,,,
"    {""name"":""dbo.EventProperties"",""type"":""Table"",""description"":""Raw event-level properties to delete.""},",,,,,,,,,,
"    {""name"":""dbo.EventsFact"",""type"":""Table"",""description"":""Event fact records to delete.""},",,,,,,,,,,
"    {""name"":""dbo.CaseProperties"",""type"":""Table"",""description"":""Raw case-level properties to delete.""},",,,,,,,,,,
"    {""name"":""dbo.CasePropertiesParsed"",""type"":""Table"",""description"":""Parsed case-level properties to delete.""},",,,,,,,,,,
"    {""name"":""dbo.Cases"",""type"":""Table"",""description"":""Case record to delete.""}",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
Instance,Souce Column,"Name of the sales performance metric being measured (e.g., volume, revenue, units sold).--Code:Eugene Training.UnknownTable.MeasureName",NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,Eugene Training.UnknownTable.MeasureName,-1
Instance,Souce Column,Internal identifier for the query or report definition used to generate the sales data record.--Code:Eugene Training.UnknownTable.QueryDefID,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,Eugene Training.UnknownTable.QueryDefID,-1
Instance,Souce Column,Source catalog name in the data pipeline or ETL process.--Code:Eugene Training.UnknownTable.SourceCatalog,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,Eugene Training.UnknownTable.SourceCatalog,-1
Instance,Souce Column,Database schema from which the Iowa liquor sales data was originally extracted.--Code:Eugene Training.UnknownTable.SourceSchema,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,Eugene Training.UnknownTable.SourceSchema,-1
Instance,Souce Column,Source database server name in the data pipeline.--Code:Eugene Training.UnknownTable.SourceServer,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,Eugene Training.UnknownTable.SourceServer,-1
Instance,Souce Column,Patient's age (in years) recorded in the cardiology clinic medical cases.--Code:MapRockSampleDatabase.UnknownTable.age,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,MapRockSampleDatabase.UnknownTable.age,-1
Instance,Souce Column,Patient's gender (male/female/other) as documented in cardiology records.--Code:MapRockSampleDatabase.UnknownTable.gender,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,MapRockSampleDatabase.UnknownTable.gender,-1
Instance,Souce Column,Clinical flag indicating whether the patient has a diabetes diagnosis (yes/no).--Code:MapRockSampleDatabase.UnknownTable.Diabetic,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,MapRockSampleDatabase.UnknownTable.Diabetic,-1
Instance,Souce Column,Chief complaint or primary reason/symptom the patient reported upon arrival to the emergency department.--Code:EHR.UnknownTable.ChiefComplaint,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,EHR.UnknownTable.ChiefComplaint,-1
Instance,Souce Column,Unique identifier linking to an MRI imaging workflow initiated from the emergency visit.--Code:EHR.UnknownTable.MRIWorkflowID,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,EHR.UnknownTable.MRIWorkflowID,-1
Instance,Souce Column,Unique identifier for a hospital or other patient encounter.--Code:EHR.UnknownTable.VisitID,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,EHR.UnknownTable.VisitID,-1
SQL_STORED_PROCEDURE,[dbo].[sp_Sequences],"Database Stored procedure that executes a process, named, [dbo].[sp_Sequences]: Computes all successive event‐sequence statistics (per‐sequence and per‐hop) for a given event set over a time window, optionally using cached results for performance.","Use when you want sequence discovery or sequence extraction materialized procedurally, especially when the output needs to feed work tables or later pipeline steps.",[,,,,,,
"    { ""name"": ""@EventSet"",                 ""type"": ""NVARCHAR(MAX)"", ""default"": ""NULL"", ""description"": ""Comma-separated events or code referencing dbo.ParseEventSet."" },",,,,,,,,,,
"    { ""name"": ""@enumerate_multiple_events"",""type"": ""INT"",           ""default"": ""NULL"", ""description"": ""When >0, appends sequence numbers to duplicate events in a case."" },",,,,,,,,,,
"    { ""name"": ""@StartDateTime"",            ""type"": ""DATETIME"",      ""default"": ""NULL"", ""description"": ""Inclusive lower bound; defaults to '1900-01-01' if NULL."" },",,,,,,,,,,
"    { ""name"": ""@EndDateTime"",              ""type"": ""DATETIME"",      ""default"": ""NULL"", ""description"": ""Inclusive upper bound; defaults to '2050-12-31' if NULL."" },",,,,,,,,,,
"    { ""name"": ""@transforms"",               ""type"": ""NVARCHAR(MAX)"", ""default"": ""NULL"", ""description"": ""JSON or code mapping of event rename transformations."" },",,,,,,,,,,
"    { ""name"": ""@ByCase"",                   ""type"": ""BIT"",           ""default"": ""1"",    ""description"": ""1 to partition by CaseID; 0 to treat all events as one sequence."" },",,,,,,,,,,
"    { ""name"": ""@Metric"",                   ""type"": ""NVARCHAR(20)"",  ""default"": ""NULL"", ""description"": ""Metric name in dbo.Metrics; defaults to 'Time Between' if NULL."" },",,,,,,,,,,
"    { ""name"": ""@CaseFilterProperties"",     ""type"": ""NVARCHAR(MAX)"", ""default"": ""NULL"", ""description"": ""JSON filters for CasePropertiesParsed."" },",,,,,,,,,,
"    { ""name"": ""@EventFilterProperties"",    ""type"": ""NVARCHAR(MAX)"", ""default"": ""NULL"", ""description"": ""JSON filters for EventPropertiesParsed."" },",,,,,,,,,,
"    { ""name"": ""@ForceRefresh"",             ""type"": ""BIT"",           ""default"": ""0"",    ""description"": ""0 to use cache when available; 1 to recalculate always."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""Seq"",        ""type"": ""NVARCHAR(2000)"", ""description"": ""Comma-delimited event sequence from case start."" },",,,,,,,,,,
"    { ""name"": ""lastEvent"",  ""type"": ""NVARCHAR(20)"",   ""description"": ""Final event in the sequence."" },",,,,,,,,,,
"    { ""name"": ""nextEvent"",  ""type"": ""NVARCHAR(20)"",   ""description"": ""Event immediately following the sequence."" },",,,,,,,,,,
"    { ""name"": ""SeqStDev"",   ""type"": ""FLOAT"",          ""description"": ""Std. dev. of total time from sequence start to nextEvent."" },",,,,,,,,,,
"    { ""name"": ""SeqMax"",     ""type"": ""FLOAT"",          ""description"": ""Max total time for that sequence."" },",,,,,,,,,,
"    { ""name"": ""SeqAvg"",     ""type"": ""FLOAT"",          ""description"": ""Avg total time for that sequence."" },",,,,,,,,,,
"    { ""name"": ""SeqMin"",     ""type"": ""FLOAT"",          ""description"": ""Min total time for that sequence."" },",,,,,,,,,,
"    { ""name"": ""SeqSum"",     ""type"": ""FLOAT"",          ""description"": ""Sum of total times for that sequence."" },",,,,,,,,,,
"    { ""name"": ""HopStDev"",   ""type"": ""FLOAT"",          ""description"": ""Std. dev. of individual hop times (lastEvent→nextEvent)."" },",,,,,,,,,,
"    { ""name"": ""HopMax"",     ""type"": ""FLOAT"",          ""description"": ""Max individual hop time."" },",,,,,,,,,,
"    { ""name"": ""HopAvg"",     ""type"": ""FLOAT"",          ""description"": ""Avg individual hop time."" },",,,,,,,,,,
"    { ""name"": ""HopMin"",     ""type"": ""FLOAT"",          ""description"": ""Min individual hop time."" },",,,,,,,,,,
"    { ""name"": ""TotalRows"",  ""type"": ""INT"",            ""description"": ""Total occurrences of that sequence across all cases."" },",,,,,,,,,,
"    { ""name"": ""Rows"",       ""type"": ""INT"",            ""description"": ""Occurrences of that sequence immediately followed by nextEvent."" },",,,,,,,,,,
"    { ""name"": ""Prob"",       ""type"": ""FLOAT"",          ""description"": ""Conditional probability = Rows / TotalRows."" },",,,,,,,,,,
"    { ""name"": ""ExitRows"",   ""type"": ""INT"",            ""description"": ""Count where nextEvent does not exist (sequence end)."" },",,,,,,,,,,
"    { ""name"": ""Cases"",      ""type"": ""INT"",            ""description"": ""Distinct cases containing the sequence."" },",,,,,,,,,,
"    { ""name"": ""ModelID"",    ""type"": ""INT"",            ""description"": ""Identifier of the Markov model used or created."" },",,,,,,,,,,
"    { ""name"": ""FromCache"",  ""type"": ""BIT"",            ""description"": ""1 if returned from cache table; 0 if computed on the fly."" },",,,,,,,,,,
"    { ""name"": ""length"",     ""type"": ""INT"",            ""description"": ""Number of events in the sequence."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.SelectedEvents"",   ""type"": ""Table-Valued Function"", ""description"": ""Filters and enriches EventsFact per model parameters."" },",,,,,,,,,,
"    { ""name"": ""dbo.ModelID"",          ""type"": ""Scalar Function"",       ""description"": ""Retrieves or inserts a Markov model entry for given parameters."" },",,,,,,,,,,
"    { ""name"": ""dbo.SetDefaultModelParameters"",""type"":""Table-Valued Function"",""description"":""Applies defaults to date range, metric, order, and enumeration flags."" },",,,,,,,,,,
"    { ""name"": ""dbo.ModelSequences"",   ""type"": ""Table"",                  ""description"": ""Cached sequence statistics for prior calls."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
Instance,Souce Column,"Unique identifier for the employee (server, driver, etc.) involved in the operational event.--Code:UnknownDB.UnknownTable.EmployeeID",NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,UnknownDB.UnknownTable.EmployeeID,-1
Instance,Souce Column,"Geographic or operational location identifier (restaurant, delivery route, commute stop, etc.) associated with the event.--Code:UnknownDB.UnknownTable.LocationID",NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,UnknownDB.UnknownTable.LocationID,-1
Instance,Souce Column,Event of poker hands--Code:UnknownDB.[Stage].poker.Event,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,UnknownDB.[Stage].poker.Event,-1
Instance,Souce Column,Date of event during poker tournaments.--Code:UnknownDB.[Stage].poker.Date,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,UnknownDB.[Stage].poker.Date,-1
Instance,Souce Column,Stock ticker symbol or unique identifier for the publicly traded company in the daily market quotes.--Code:Stocks.DailyFigures.Stock,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,Stocks.DailyFigures.Stock,-1
Instance,Souce Column,Source Column--Code:Stocks.DailyFigures.DateID,NULL,NULL,NULL,NULL,NULL,Database.Source.Table.Column,Stocks.DailyFigures.DateID,-1
SQL_STORED_PROCEDURE,[dbo].[DeleteModel],"Database Stored procedure that executes a process, named, [dbo].[DeleteModel]: Deletes a Markov model and all its associated data (stationary distribution, properties, events, sequences, similarity links) and logs the deletion event.","Use when you want to remove a model and all of its dependent stored artifacts cleanly, especially during model regeneration, cleanup, or administrative maintenance.",[,,,,,,
"    { ""name"": ""@ModelID"", ""type"": ""INT"", ""default"": null, ""description"": ""Identifier of the model to delete along with all related records."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""Deleted Rows"", ""type"": ""N/A"", ""description"": ""Rows removed from Model_Stationary_Distribution, ModelProperties, ModelEvents, ModelSequences, ModelSimilarity, and Models tables."" },",,,,,,,,,,
"    { ""name"": ""ProcErrorLog Entry"", ""type"": ""Table"", ""description"": ""A record inserted indicating the model deletion event."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.Model_Stationary_Distribution"", ""type"": ""Table"", ""description"": ""Stores stationary probabilities for models."" },",,,,,,,,,,
"    { ""name"": ""dbo.ModelProperties"",              ""type"": ""Table"", ""description"": ""Holds model-level property records."" },",,,,,,,,,,
"    { ""name"": ""dbo.ModelEvents"",                  ""type"": ""Table"", ""description"": ""Contains first-order transition metrics."" },",,,,,,,,,,
"    { ""name"": ""dbo.ModelSequences"",               ""type"": ""Table"", ""description"": ""Contains detailed sequence metrics."" },",,,,,,,,,,
"    { ""name"": ""dbo.ModelSimilarity"",              ""type"": ""Table"", ""description"": ""Stores pairwise model similarity links."" },",,,,,,,,,,
"    { ""name"": ""dbo.Models"",                       ""type"": ""Table"", ""description"": ""Primary model metadata table."" },",,,,,,,,,,
"    { ""name"": ""dbo.ProcErrorLog"",                 ""type"": ""Table"", ""description"": ""Procedure error/event logging table."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
SQL_STORED_PROCEDURE,[dbo].[UpdateCaseFromEvents],"Database Stored procedure that executes a process, named, [dbo].[UpdateCaseFromEvents]: Recalculates and updates the EventCount, StartDateTime, and EndDateTime in the Cases table based on the EventsFact entries, optionally for a single case or all cases.","Use when case-level metadata should be refreshed from the events that belong to the case, especially after new event loads or corrections.",[,,,,,,
"    { ""name"": ""@CaseID"", ""type"": ""INT"", ""default"": ""NULL"", ""description"": ""Identifier of the case to update; NULL to update all cases."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""Updated Rows"", ""type"": ""N/A"", ""description"": ""Number of cases updated."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.Cases"",      ""type"": ""Table"", ""description"": ""Target table where case summary fields are stored."" },",,,,,,,,,,
"    { ""name"": ""dbo.EventsFact"", ""type"": ""Table"", ""description"": ""Source table of event records used to compute counts and date ranges."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
Instance,Event Type,Game state event 3--Code:GameState-3,NULL,NULL,NULL,NULL,NULL,Event,GameState-3,-1
Instance,Event Type,Game state event 4--Code:GameState-4,NULL,NULL,NULL,NULL,NULL,Event,GameState-4,-1
Instance,Event Type,User was greeted--Code:greeted,NULL,NULL,NULL,NULL,NULL,Event,greeted,-1
Instance,Event Type,Heavy traffic conditions--Code:heavytraffic,NULL,NULL,NULL,NULL,NULL,Event,heavytraffic,-1
Instance,Event Type,Hole cards dealt in poker--Code:HOLE_CARDS,NULL,NULL,NULL,NULL,NULL,Event,HOLE_CARDS,-1
Instance,Event Type,Event Set--Code:Holter End,NULL,NULL,NULL,NULL,NULL,Event,Holter End,-1
Instance,Event Type,Event Set--Code:Holter Neg,NULL,NULL,NULL,NULL,NULL,Event,Holter Neg,-1
Instance,Event Type,Event Set--Code:Holter Pos,NULL,NULL,NULL,NULL,NULL,Event,Holter Pos,-1
Instance,Event Type,Event Set--Code:Holter Start,NULL,NULL,NULL,NULL,NULL,Event,Holter Start,-1
Instance,Event Type,Home Depot event 1--Code:homedepot1,NULL,NULL,NULL,NULL,NULL,Event,homedepot1,-1
Instance,Event Type,User views homepage--Code:homepage,NULL,NULL,NULL,NULL,NULL,Event,homepage,-1
Instance,Event Type,Introduction event--Code:intro,NULL,NULL,NULL,NULL,NULL,Event,intro,-1
Instance,Event Type,Keto diet event 1--Code:keto1,NULL,NULL,NULL,NULL,NULL,Event,keto1,-1
Instance,Event Type,Event Set--Code:LAB_ORDERED,NULL,NULL,NULL,NULL,NULL,Event,LAB_ORDERED,-1
Instance,Event Type,Event Set--Code:LAB_ORDERED,NULL,NULL,NULL,NULL,NULL,Event,LAB_ORDERED,-1
SQL_INLINE_TABLE_VALUED_FUNCTION,[dbo].[ModelEventsFull],"Database virtual data returns data, named, [dbo].[ModelEventsFull]: Returns the full set of transition metrics (stats, probabilities, entry/exit flags, and up to five custom properties) for all model segments, filtered by user access and optionally by selected model properties.","Use when you want a richer version of model-event output than the basic segment table, especially for reporting, auditing, or exporting fuller model detail.",[,,,,,,
    {,,,,,,,,,,
"      ""name"": ""@SelectedProperties"",",,,,,,,,,,
"      ""type"": ""NVARCHAR(MAX)"",",,,,,,,,,,
"      ""default"": null,",,,,,,,,,,
"      ""description"": ""JSON or comma-delimited list of model property names to include; if null or empty, properties are still joined but only non-null values will appear.""",,,,,,,,,,
    },,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""ModelID"",                  ""type"": ""INT"",           ""description"": ""Identifier of the Markov model."" },",,,,,,,,,,
"    { ""name"": ""EventA"",                   ""type"": ""NVARCHAR(20)"",  ""description"": ""From-event in the transition."" },",,,,,,,,,,
"    { ""name"": ""EventB"",                   ""type"": ""NVARCHAR(20)"",  ""description"": ""To-event in the transition."" },",,,,,,,,,,
"    { ""name"": ""Max"",                      ""type"": ""FLOAT"",         ""description"": ""Maximum observed metric value."" },",,,,,,,,,,
"    { ""name"": ""Avg"",                      ""type"": ""FLOAT"",         ""description"": ""Average observed metric value."" },",,,,,,,,,,
"    { ""name"": ""Min"",                      ""type"": ""FLOAT"",         ""description"": ""Minimum observed metric value."" },",,,,,,,,,,
"    { ""name"": ""StDev"",                    ""type"": ""FLOAT"",         ""description"": ""Standard deviation of the metric."" },",,,,,,,,,,
"    { ""name"": ""Sum"",                      ""type"": ""FLOAT"",         ""description"": ""Sum of metric values across all occurrences."" },",,,,,,,,,,
"    { ""name"": ""CoefVar"",                  ""type"": ""FLOAT"",         ""description"": ""Coefficient of variation (StDev/Avg)."" },",,,,,,,,,,
"    { ""name"": ""Rows"",                     ""type"": ""INT"",           ""description"": ""Count of transition occurrences."" },",,,,,,,,,,
"    { ""name"": ""Prob"",                     ""type"": ""FLOAT"",         ""description"": ""Observed transition probability."" },",,,,,,,,,,
"    { ""name"": ""EventAIsEntry"",            ""type"": ""BIT"",           ""description"": ""Flag: this transition starts a case."" },",,,,,,,,,,
"    { ""name"": ""EventBIsExit"",             ""type"": ""BIT"",           ""description"": ""Flag: this transition ends a case."" },",,,,,,,,,,
"    { ""name"": ""Metric"",                   ""type"": ""NVARCHAR(20)"",  ""description"": ""Name of the metric used."" },",,,,,,,,,,
"    { ""name"": ""UoM"",                      ""type"": ""NVARCHAR(20)"",  ""description"": ""Unit of measure for the metric."" },",,,,,,,,,,
"    { ""name"": ""ModelType"",                ""type"": ""NVARCHAR(50)"",  ""description"": ""Type/category of the model."" },",,,,,,,,,,
"    { ""name"": ""StartDateTime"",            ""type"": ""DATETIME"",      ""description"": ""Model effective start date."" },",,,,,,,,,,
"    { ""name"": ""EndDateTime"",              ""type"": ""DATETIME"",      ""description"": ""Model effective end date."" },",,,,,,,,,,
"    { ""name"": ""ByCase"",                   ""type"": ""BIT"",           ""description"": ""Flag: events were grouped by case."" },",,,,,,,,,,
"    { ""name"": ""enumerate_multiple_events"",""type"": ""INT"",           ""description"": ""Flag controlling repeated-event enumeration."" },",,,,,,,,,,
"    { ""name"": ""Property1"",                ""type"": ""NVARCHAR(50)"",  ""description"": ""First custom property name."" },",,,,,,,,,,
"    { ""name"": ""Property1ValueNumeric"",    ""type"": ""FLOAT"",         ""description"": ""Numeric value for the first custom property."" },",,,,,,,,,,
"    { ""name"": ""Property1ValueAlpha"",      ""type"": ""NVARCHAR(50)"",  ""description"": ""Alpha value for the first custom property."" },",,,,,,,,,,
"    { ""name"": ""Property2"",                ""type"": ""NVARCHAR(50)"",  ""description"": ""Second custom property name."" },",,,,,,,,,,
"    { ""name"": ""Property2ValueNumeric"",    ""type"": ""FLOAT"",         ""description"": ""Numeric value for the second custom property."" },",,,,,,,,,,
"    { ""name"": ""Property2ValueAlpha"",      ""type"": ""NVARCHAR(50)"",  ""description"": ""Alpha value for the second custom property."" },",,,,,,,,,,
