ObjectType,ObjectName,Description,Utilization,ParametersJson,OutputNotes,ReferencedObjectsJson,IRI,CodeColumn,Code,AccessBitmap
Instance,Model,"Cached Markov Model--Event Set: restaurantguest,StartDateTime: 1900-01-01,EndDateTime: 2050-12-31--Transforms: None--Case Filters: None",NULL,NULL,NULL,NULL,NULL,NULL,NULL,7
Instance,Model,"Cached Markov Model--Event Set: pickuproute,StartDateTime: 1900-01-01,EndDateTime: 2050-12-31--Transforms: None--Case Filters: None",NULL,NULL,NULL,NULL,NULL,NULL,NULL,7
Column,DimEvents.Description,Database Column named DimEvents.Description. Intended as a prompt to an LLM so we can obtain more information about this.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
Column,DimEvents.IRI,Database Column named DimEvents.IRI. The IRI (Internation Resource Identifier) is the gateway to a knowledge graph.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
Column,DimEvents.IsState,"Database Column named DimEvents.IsState. Although the TimeMolecules events are events, we could create events that are really states. For example, in poker, after a player takes an action (an event), the state of the game changes. The next player (a good player) should react to the new state of the game, not the last action.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
SQL_INLINE_TABLE_VALUED_FUNCTION,[dbo].[BayesianRelationships_Full],"Database virtual data returns data, named, [dbo].[BayesianRelationships_Full]: Produces a flattened table of all Bayesian probability relationships, enriched with event-set labels, anomaly category codes, and metric metadata for use in downstream graph generation.","Use when you want a flattened, analysis-ready list of Bayesian relationships across models, including the resolved event sets, anomaly-category labels, and metric names. Helpful for graph loading, metadata browsing, reporting, or downstream queries that need Bayesian relationships without repeatedly joining BayesianProbabilities to Models, EventSets, anomaly categories, and Metrics.",[],[,,,,,
"    { ""name"": ""ModelID"",               ""type"": ""INT"",    ""description"": ""Identifier of the Bayesian model."" },",,,,,,,,,,
"    { ""name"": ""GroupType"",             ""type"": ""NVARCHAR"",   ""description"": ""Grouping dimension (CASEID/DAY/MONTH/YEAR)."" },",,,,,,,,,,
"    { ""name"": ""EventSetA"",             ""type"": ""NVARCHAR"",   ""description"": ""Comma-separated events in sequence A."" },",,,,,,,,,,
"    { ""name"": ""EventSetB"",             ""type"": ""NVARCHAR"",   ""description"": ""Comma-separated events in sequence B."" },",,,,,,,,,,
"    { ""name"": ""ACount"",                ""type"": ""INT"",    ""description"": ""Count of cases containing sequence A."" },",,,,,,,,,,
"    { ""name"": ""BCount"",                ""type"": ""INT"",    ""description"": ""Count of cases containing sequence B."" },",,,,,,,,,,
"    { ""name"": ""A_Int_BCount"",          ""type"": ""INT"",    ""description"": ""Count of cases containing both A and B."" },",,,,,,,,,,
"    { ""name"": ""PB|A"",                  ""type"": ""FLOAT"",  ""description"": ""P(B|A) conditional probability."" },",,,,,,,,,,
"    { ""name"": ""PA|B"",                  ""type"": ""FLOAT"",  ""description"": ""P(A|B) conditional probability."" },",,,,,,,,,,
"    { ""name"": ""TotalCases"",            ""type"": ""INT"",    ""description"": ""Total number of distinct cases."" },",,,,,,,,,,
"    { ""name"": ""PA"",                    ""type"": ""FLOAT"",  ""description"": ""Marginal probability of A."" },",,,,,,,,,,
"    { ""name"": ""PB"",                    ""type"": ""FLOAT"",  ""description"": ""Marginal probability of B."" },",,,,,,,,,,
"    { ""name"": ""CreateDate"",            ""type"": ""DATETIME"",""description"": ""Timestamp when the probability row was created."" },",,,,,,,,,,
"    { ""name"": ""LastUpdate"",            ""type"": ""DATETIME"",""description"": ""Timestamp of the last update."" },",,,,,,,,,,
"    { ""name"": ""AnomalyCategoryIDA"",    ""type"": ""INT"",    ""description"": ""Foreign key to the first anomaly category."" },",,,,,,,,,,
"    { ""name"": ""AnomalyCategoryA"",      ""type"": ""NVARCHAR"",""description"": ""Code of the first anomaly category."" },",,,,,,,,,,
"    { ""name"": ""AnomalyCategoryIDB"",    ""type"": ""INT"",    ""description"": ""Foreign key to the second anomaly category."" },",,,,,,,,,,
"    { ""name"": ""AnomalyCategoryB"",      ""type"": ""NVARCHAR"",""description"": ""Code of the second anomaly category."" },",,,,,,,,,,
"    { ""name"": ""MetricID"",              ""type"": ""INT"",    ""description"": ""Identifier of the metric used."" },",,,,,,,,,,
"    { ""name"": ""Metric"",                ""type"": ""NVARCHAR"",""description"": ""Name of the metric used."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.BayesianProbabilities"",   ""type"": ""Table"",                ""description"": ""Stores computed Bayesian metrics."" },",,,,,,,,,,
"    { ""name"": ""dbo.Models"",                  ""type"": ""Table"",                ""description"": ""Model metadata including metric references."" },",,,,,,,,,,
"    { ""name"": ""dbo.DimAnomalyCategories"",    ""type"": ""Table"",                ""description"": ""Reference table of anomaly categories."" },",,,,,,,,,,
"    { ""name"": ""dbo.EventSets"",               ""type"": ""Table"",                ""description"": ""Lookup of event-set definitions and keys."" },",,,,,,,,,,
"    { ""name"": ""dbo.Metrics"",                 ""type"": ""Table"",                ""description"": ""Lookup of metric definitions."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
Column,ModelSequences.TotalRows,Database Column named ModelSequences.TotalRows. Total rows involved in calculating the sequence row.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
SQL_SCALAR_FUNCTION,[dbo].[SourceID],"Database function that returns a value, named, [dbo].[SourceID]: Looks up and returns the SourceID for a given server and database combination from the Sources table, or NULL if not found.","Use when you know the server and database names and want to resolve the corresponding SourceID for inserts, metadata joins, or ETL setup.",[,,,,,,
"    { ""name"": ""@ServerName"",   ""type"": ""NVARCHAR(400)"", ""default"": ""NULL"", ""description"": ""Name of the SQL Server instance (e.g., 'DESKTOP-N5ISJJF\\MSSQLSERVER01')."" },",,,,,,,,,,
"    { ""name"": ""@DatabaseName"", ""type"": ""NVARCHAR(400)"", ""default"": ""NULL"", ""description"": ""Name of the database within the server (e.g., 'Stocks')."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""Return Value"", ""type"": ""INT"", ""description"": ""The matching SourceID from dbo.Sources, or NULL if no matching row exists."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.Sources"", ""type"": ""Table"", ""description"": ""Stores registered data sources, keyed by ServerName and DatabaseName."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
SQL_INLINE_TABLE_VALUED_FUNCTION,[dbo].[AdjacencyMatrix],"Database virtual data returns data, named, [dbo].[AdjacencyMatrix]: Generates an adjacency matrix from a given event set by computing, for each EventA→EventB pair, the conditional probability P(B|A), total occurrences of A, and raw counts.","Use when you want a compact transition matrix showing how often each event in a selected event set leads to each other event, along with P(B|A), total outgoing volume from EventA, and raw transition counts. Helpful for quick process-shape inspection, adjacency-style graph building, and comparing the relative strength of event-to-event handoffs. This TVF is deprecated for Azure Synapse portability; prefer dbo.sp_AdjacencyMatrix for the supported stored-procedure path.",[,,,,,,
"    { ""name"": ""@EventSet"",                ""type"": ""NVARCHAR(MAX)"", ""default"": ""—"",    ""description"": ""Comma-separated list or code defining the set of events to include."" },",,,,,,,,,,
"    { ""name"": ""@enumerate_multiple_events"",""type"": ""INT"",            ""default"": ""—"",    ""description"": ""1 to treat repeated events separately; 0 to collapse duplicates."" },",,,,,,,,,,
"    { ""name"": ""@transforms"",               ""type"": ""NVARCHAR(MAX)"", ""default"": ""NULL"", ""description"": ""Optional event-mapping JSON or code for normalizing event names."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""EventA"",             ""type"": ""NVARCHAR(??)"", ""description"": ""The source event of the transition."" },",,,,,,,,,,
"    { ""name"": ""EventB"",             ""type"": ""NVARCHAR(??)"", ""description"": ""The target event of the transition."" },",,,,,,,,,,
"    { ""name"": ""probability"",        ""type"": ""FLOAT"",         ""description"": ""P(B|A) = count(A→B)/total count of A."" },",,,,,,,,,,
"    { ""name"": ""Event1A_Rows"",       ""type"": ""FLOAT"",         ""description"": ""Total number of occurrences of EventA."" },",,,,,,,,,,
"    { ""name"": ""count"",              ""type"": ""FLOAT"",         ""description"": ""Raw count of EventA→EventB transitions."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.MarkovProcess"",       ""type"": ""Table-Valued Function"", ""description"": ""Provides raw transition rows (Rows) for given order, event set, filters, and transforms."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
SQL_STORED_PROCEDURE,[dbo].[AddEventToCaseProperties],"Database Stored procedure that executes a process, named, [dbo].[AddEventToCaseProperties]: For every case containing the specified event, upsert a case‐level property (named by @PropertyName or the event) with either the existing metric value or a default, marking it as added post‐ETL and timestamping the update; errors are logged to ProcErrorLog.","Use when an event should also update or enrich case-level properties, especially when important event information needs to become part of the case’s lasting metadata.",[,,,,,,
"    { ""name"": ""@Event"",            ""type"": ""NVARCHAR(20)"", ""default"": null, ""description"": ""Name of the event to find in EventsFact (required)."" },",,,,,,,,,,
"    { ""name"": ""@PropertyName"",     ""type"": ""NVARCHAR(20)"", ""default"": null, ""description"": ""Name of the case property column to upsert (defaults to @Event)."" },",,,,,,,,,,
"    { ""name"": ""@Metric"",           ""type"": ""NVARCHAR(20)"", ""default"": null, ""description"": ""Metric property to pull from EventPropertiesParsed; uses default value if missing."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""CasePropertiesParsed"", ""type"": ""Table"", ""description"": ""Inserted or updated rows for each affected CaseID with PropertyValueNumeric, AddedProperty flag, and LastUpdate timestamp."" },",,,,,,,,,,
"    { ""name"": ""ProcErrorLog"",         ""type"": ""Table"", ""description"": ""On error, a log row containing procedure name, parameters, and error details."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.EventsFact"",             ""type"": ""Table"",                   ""description"": ""Source of CaseID–Event mappings."" },",,,,,,,,,,
"    { ""name"": ""dbo.EventPropertiesParsed"",  ""type"": ""Table"",                   ""description"": ""Holds parsed event properties and metrics for lookup."" },",,,,,,,,,,
"    { ""name"": ""dbo.CasePropertiesParsed"",   ""type"": ""Table"",                   ""description"": ""Target table for case‐level properties to merge into."" },",,,,,,,,,,
"    { ""name"": ""dbo.ProcErrorLog"",           ""type"": ""Table"",                   ""description"": ""Error logging table used in CATCH block."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
SQL_STORED_PROCEDURE,[dbo].[Markov_Model_Confidence_Support],"Database Stored procedure that executes a process, named, [dbo].[Markov_Model_Confidence_Support]: Computes support (total transition count) and a confidence score (weighted by coefficient of variation) for one or all Markov models, returning per-model metrics and segment counts.","Use when you want supporting statistics around model confidence, stability, or support levels for a Markov model, especially for judging whether a model is analytically trustworthy.",[,,,,,,
"    { ""name"": ""@ModelID"", ""type"": ""INT"", ""default"": ""NULL"", ""description"": ""Identifier of the model to analyze; if NULL, includes all models."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""ModelID"",    ""type"": ""INT"",   ""description"": ""Identifier of the Markov model."" },",,,,,,,,,,
"    { ""name"": ""TotalRows"",  ""type"": ""INT"",   ""description"": ""Total number of transition rows (support) for the model."" },",,,,,,,,,,
"    { ""name"": ""Score"",      ""type"": ""FLOAT"", ""description"": ""Confidence score computed as sum of (rows/TotalRows) × CoefVar for segments with CoefVar > 0."" },",,,,,,,,,,
"    { ""name"": ""Segments"",   ""type"": ""INT"",   ""description"": ""Count of transition segments contributing to the confidence score."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.ModelEvents"", ""type"": ""Table"", ""description"": ""Stores first-order transition metrics including Rows and CoefVar."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
Column,BayesianProbabilities.PB|A,Database Column named BayesianProbabilities.PB|A. Allow a null in case we don't have this value.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
Column,Cases.AccessBitmap,"Database Column named Cases.AccessBitmap. Bitmap of Access. Cases included in a markov model must match the access. Inherits from CaseType AccessBitMap. In turn, EventsFact inherits this as well.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
Column,Cases.Date_SourceColumnID,Database Column named Cases.Date_SourceColumnID. The SourceColumns.SourceID for the date column of EventsFact rows under this CaseID.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
SQL_SCALAR_FUNCTION,[dbo].[GetMetadataJsonValueFromDefinition],"Database function that returns a value, named, [dbo].[GetMetadataJsonValueFromDefinition]: Extracts the Metadata JSON block from a module definition comment and returns the value of a specified top-level JSON key.","Use when querying sys.sql_modules and you want to pull a single metadata field such as Description, Utilization, or Author from the Metadata JSON block without manually parsing the comment text.",[,,,,,,
"    { ""name"": ""@Definition"", ""type"": ""NVARCHAR(MAX)"", ""default"": null, ""description"": ""Full text of sys.sql_modules.definition."" },",,,,,,,,,,
"    { ""name"": ""@KeyName"",    ""type"": ""NVARCHAR(400)"", ""default"": null, ""description"": ""Top-level JSON key to return, such as Description, Author, or Contact."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""Return Value"", ""type"": ""NVARCHAR(MAX)"", ""description"": ""Value of the specified top-level key from the Metadata JSON block, or NULL if not found or invalid."" }",,,,,,,,,,
  ],NULL,NULL,NULL,NULL,-1,,,,,
SQL_STORED_PROCEDURE,[dbo].[CreateUpdateBayesianProbabilities],"Database Stored procedure that executes a process, named, [dbo].[CreateUpdateBayesianProbabilities]: Creates or refreshes Bayesian probability records by finding or inserting the appropriate model, invoking BayesianProbability2 to compute joint and conditional counts and probabilities for two sequences, and upserting the results into the BayesianProbabilities table.","Use when you want to build or refresh stored Bayesian probability results rather than calculating them ad hoc every time. Helpful for caching, scheduled refresh, and downstream reporting.",[,,,,,,
"    { ""name"": ""@SeqA"",                   ""type"": ""NVARCHAR(MAX)"", ""default"": null, ""description"": ""CSV defining sequence A."" },",,,,,,,,,,
"    { ""name"": ""@SeqB"",                   ""type"": ""NVARCHAR(MAX)"", ""default"": null, ""description"": ""CSV defining sequence B."" },",,,,,,,,,,
"    { ""name"": ""@EventSet"",               ""type"": ""NVARCHAR(MAX)"", ""default"": null, ""description"": ""Optional CSV of all events; if NULL, union of SeqA and SeqB."" },",,,,,,,,,,
"    { ""name"": ""@StartDateTime"",          ""type"": ""DATETIME"",       ""default"": ""NULL"", ""description"": ""Lower bound of event dates (defaults to 1900-01-01)."" },",,,,,,,,,,
"    { ""name"": ""@EndDateTime"",            ""type"": ""DATETIME"",       ""default"": ""NULL"", ""description"": ""Upper bound of event dates (defaults to 2050-12-31)."" },",,,,,,,,,,
"    { ""name"": ""@transforms"",             ""type"": ""NVARCHAR(MAX)"", ""default"": null, ""description"": ""Optional event-mapping JSON."" },",,,,,,,,,,
"    { ""name"": ""@CaseFilterProperties"",   ""type"": ""NVARCHAR(MAX)"", ""default"": null, ""description"": ""JSON of case-level filter properties."" },",,,,,,,,,,
"    { ""name"": ""@EventFilterProperties"",  ""type"": ""NVARCHAR(MAX)"", ""default"": null, ""description"": ""JSON of event-level filter properties."" },",,,,,,,,,,
"    { ""name"": ""@GroupType"",              ""type"": ""NVARCHAR(10)"",  ""default"": null, ""description"": ""Grouping dimension: 'CASEID','DAY','MONTH','YEAR'."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""BayesianProbabilities table"", ""type"": ""Table"", ""description"": ""Upserted row containing ModelID, GroupType, EventSetAKey, EventSetBKey, counts and conditional probabilities."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.ModelsByParameters"",      ""type"": ""Table-Valued Function"", ""description"": ""Resolves or inserts a Models row and returns keys."" },",,,,,,,,,,
"    { ""name"": ""dbo.InsertModel"",             ""type"": ""Stored Procedure"",       ""description"": ""Inserts a Models record when no existing model matches."" },",,,,,,,,,,
"    { ""name"": ""dbo.BayesianProbability2"",    ""type"": ""Stored Procedure"",       ""description"": ""Computes ACount, BCount, A_Int_BCount, PB|A, PA|B, TotalCases, PA, PB."" },",,,,,,,,,,
"    { ""name"": ""dbo.InsertEventSets"",         ""type"": ""Stored Procedure"",       ""description"": ""Inserts or retrieves keys for event-set definitions."" },",,,,,,,,,,
"    { ""name"": ""dbo.BayesianProbabilities"",   ""type"": ""Table"",                  ""description"": ""Destination table for joint and conditional probability metrics."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
SQL_STORED_PROCEDURE,[dbo].[RefreshUserAccessBitmaps],"Database Stored procedure that executes a process, named, [dbo].[RefreshUserAccessBitmaps]: Rebuilds dbo.Users.AccessBitmap from granted rows in dbo.UserAccessRole by summing the corresponding bit value for each AccessID. Optionally limits the refresh to one user.","Use after inserting, updating, or deleting rows in dbo.UserAccessRole so dbo.Users.AccessBitmap stays synchronized for fast bitmap-based access checks throughout TimeSolution.",[,,,,,,
"    { ""name"": ""@UserID"", ""type"": ""INT"", ""default"": ""NULL"", ""description"": ""Optional UserID to refresh. NULL refreshes all users."" },",,,,,,,,,,
"    { ""name"": ""@SUSER_NAME"", ""type"": ""NVARCHAR(50)"", ""default"": ""NULL"", ""description"": ""Optional login name to refresh. Used only if @UserID is NULL."" },",,,,,,,,,,
"    { ""name"": ""@DisplayResults"", ""type"": ""BIT"", ""default"": ""0"", ""description"": ""1 to return refreshed users and their AccessBitmap values."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.Users.AccessBitmap"", ""type"": ""Table Update"", ""description"": ""Updated to reflect the sum of granted role bits from dbo.UserAccessRole."" },",,,,,,,,,,
"    { ""name"": ""Return Resultset"", ""type"": ""Table"", ""description"": ""When @DisplayResults=1, returns UserID, SUSER_NAME, SQLLoginName, and AccessBitmap for refreshed rows."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.Users"", ""type"": ""Table"", ""description"": ""Stores the materialized AccessBitmap per user."" },",,,,,,,,,,
"    { ""name"": ""dbo.UserAccessRole"", ""type"": ""Table"", ""description"": ""Normalized user-to-access-role bridge table."" },",,,,,,,,,,
"    { ""name"": ""dbo.Access"", ""type"": ""Table"", ""description"": ""Lookup table of access roles and AccessID values."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
SQL_STORED_PROCEDURE,[dbo].[SetUserAccessBitmap],"Database Stored procedure that executes a process, named, [dbo].[SetUserAccessBitmap]: Inserts or updates a user’s AccessBitmap in the Users table based on login name, and optionally returns the detailed granted permissions.",Use when assigning or updating bitmap-based access permissions for a user so model and metadata visibility can be enforced consistently.,[,,,,,,
"    { ""name"": ""@SUSER_NAME"",           ""type"": ""NVARCHAR(50)"", ""default"": ""NULL"", ""description"": ""Login name; defaults to current SUSER_NAME()."" },",,,,,,,,,,
"    { ""name"": ""@AccessBitmap"",         ""type"": ""BIGINT"",        ""default"": ""NULL"", ""description"": ""Bitmap value representing the user’s permissions."" },",,,,,,,,,,
"    { ""name"": ""@DisplayAccessDetail"",  ""type"": ""BIT"",           ""default"": ""0"",    ""description"": ""1 to return detailed granted permissions via DecodeAccessBitmap; 0 to suppress."" },",,,,,,,,,,
"    { ""name"": ""@UserID"",               ""type"": ""INT"",           ""default"": ""NULL"", ""description"": ""OUTPUT. The UserID of the inserted or updated user."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""Return Resultset"", ""type"": ""Table"", ""description"": ""When @DisplayAccessDetail=1, returns rows of AccessID, Description, Granted (bit)."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.UserID"",               ""type"": ""Scalar Function"",        ""description"": ""Looks up or creates a UserID based on login name."" },",,,,,,,,,,
"    { ""name"": ""dbo.Users"",                ""type"": ""Table"",                  ""description"": ""Stores user login names and their AccessBitmap."" },",,,,,,,,,,
"    { ""name"": ""dbo.DecodeAccessBitmap"",   ""type"": ""Table-Valued Function"",  ""description"": ""Decodes a bitmap into individual permission flags."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
SQL_SCALAR_FUNCTION,[dbo].[bigint_to_binary_string],"Database function that returns a value, named, [dbo].[bigint_to_binary_string]: Converts a BIGINT value into its 62-bit binary string representation, padding with leading zeros as needed.","Use when you need a readable bit-string form of a BIGINT, especially for debugging access bitmaps, flags, or other packed integer settings.",[,,,,,,
"    { ""name"": ""@num"", ""type"": ""BIGINT"", ""default"": null, ""description"": ""The integer value to convert to binary."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""Return Value"", ""type"": ""VARCHAR(64)"", ""description"": ""Binary string (length 62) representing the bits of the input value, reversed into human-readable order."" }",,,,,,,,,,
  ],[],NULL,NULL,NULL,-1,,,,,
SQL_INLINE_TABLE_VALUED_FUNCTION,[dbo].[EventSegments],"Database virtual data returns data, named, [dbo].[EventSegments]: Finds the starting positions (CaseOrdinal indices) in each case where a given sequence of events (EventSegment) occurs within the allowed EventSet and date range.","Use when you want to locate where an exact event segment begins inside cases, based on raw event order within a date range and event set. Helpful for finding repeated sub-processes, validating whether a known pattern occurs in cases, or using segment start positions as input to deeper drillthrough or sequence analysis.",[,,,,,,
"    { ""name"": ""@EventSegment"", ""type"": ""NVARCHAR(1000)"", ""default"": null, ""description"": ""Comma-separated list of events defining the target segment to locate."" },",,,,,,,,,,
"    { ""name"": ""@EventSet"",     ""type"": ""NVARCHAR(1000)"", ""default"": null, ""description"": ""Comma-separated list or code of all valid events for context; used to filter EventsFact before matching."" },",,,,,,,,,,
"    { ""name"": ""@StartDate"",    ""type"": ""DATETIME"",      ""default"": null, ""description"": ""Inclusive lower bound for event dates; defaults to '1900-01-01' if NULL."" },",,,,,,,,,,
"    { ""name"": ""@EndDate"",      ""type"": ""DATETIME"",      ""default"": null, ""description"": ""Inclusive upper bound for event dates; defaults to '2600-12-31' if NULL."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""CaseID"",     ""type"": ""INT"", ""description"": ""Identifier of the case containing the matching segment."" },",,,,,,,,,,
"    { ""name"": ""StartIndex"",""type"": ""INT"", ""description"": ""CaseOrdinal index where the sequence begins (1-based within the case)."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.EventsFact"",      ""type"": ""Table"",                  ""description"": ""Stores all raw event occurrences with CaseID, Event, EventDate, CaseOrdinal."" },",,,,,,,,,,
"    { ""name"": ""dbo.ParseEventSet"",   ""type"": ""Table-Valued Function"",  ""description"": ""Parses an event-set string or code into individual events."" },",,,,,,,,,,
"    { ""name"": ""STRING_SPLIT"",        ""type"": ""Built-in TVF"",           ""description"": ""Splits a comma-separated string into rows."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
SQL_INLINE_TABLE_VALUED_FUNCTION,[dbo].[DecodeAccessBitmap],"Database virtual data returns data, named, [dbo].[DecodeAccessBitmap]: Takes a BIGINT bitmask and returns each AccessID with its description and whether that bit is set (granted).","Use when you need to translate an access bitmap into a more readable form for debugging, auditing, administration, or user-explainer output.",[,,,,,,
"    { ""name"": ""@AccessBitmap"", ""type"": ""BIGINT"", ""default"": null, ""description"": ""Bitmap where each bit corresponds to an Access.AccessID."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""AccessID"",     ""type"": ""INT"",   ""description"": ""Identifier of the access right."" },",,,,,,,,,,
"    { ""name"": ""Description"",  ""type"": ""NVARCHAR"", ""description"": ""Human-readable description of the access right."" },",,,,,,,,,,
"    { ""name"": ""Granted"",      ""type"": ""BIT"",    ""description"": ""1 if the corresponding bit in @AccessBitmap is set; otherwise 0."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.Access"", ""type"": ""Table"", ""description"": ""Lookup table of all possible access rights with AccessID and Description."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
Table,dbo.EventSets,"This is a database table that stores data named dbo.EventSets.Sets of Events that usually are included in a process, restricting what is included in a Markov Model. Differs from case types, which really define the process. The event set could be referenced by an EventSetCode. The events are in the EventSet column as a coma-separated list. Columns of this table include: [CreateDate,CreatedByUserID,Description,DescriptionAuthorUserID,EventSet,EventSetCode,EventSetKey,IRI,IsCaseProperty,IsSequence,LastUpdate,Length]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
Table,dbo.EventsFact,"This is a database table that stores data named dbo.EventsFact.Central table of the Event Ensemble of Time Solution. All events are stored here, and Markov models and bayesian probabilities are created from this. Columns of this table include: [AccessBitmap,AggregationTypeID,BatchID,CaseID,CaseOrdinal,CreateDate,Event,EventDate,EventID,ParentCaseID,SourceID]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
SQL_INLINE_TABLE_VALUED_FUNCTION,[dbo].[ModelEventsByOrdinalMean],"Database virtual data returns data, named, [dbo].[ModelEventsByOrdinalMean]: Aggregates transition statistics by source event, computing total occurrences and average ordinal metrics for each EventA in the specified Markov model.","Use when you want a compact summary of how often each source event appears in a model and roughly where in the process it tends to occur. Helpful for identifying early-, middle-, and late-stage events, comparing process shape by EventA, or building simplified visualizations from ModelEvents.",[,,,,,,
"    { ""name"": ""@ModelID"", ""type"": ""INT"", ""default"": ""NULL"", ""description"": ""Identifier of the Markov model whose events should be aggregated."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""EventA"",        ""type"": ""NVARCHAR(20)"", ""description"": ""The originating event in the transition."" },",,,,,,,,,,
"    { ""name"": ""Rows"",          ""type"": ""BIGINT"",       ""description"": ""Total number of observed transitions starting from EventA."" },",,,,,,,,,,
"    { ""name"": ""OrdinalMean"",   ""type"": ""FLOAT"",        ""description"": ""Average position (rank) of the transition occurrences."" },",,,,,,,,,,
"    { ""name"": ""OrdinalStDev"",  ""type"": ""FLOAT"",        ""description"": ""Standard deviation of the transition rank positions."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.ModelEvents"", ""type"": ""Table"", ""description"": ""Stores detailed transition metrics (Rows, Avg, StDev, OrdinalMean, OrdinalStDev) for each ModelID, EventA→EventB pair."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
SQL_SCALAR_FUNCTION,[dbo].[AddSegmentProbabilities],"Database function that returns a value, named, [dbo].[AddSegmentProbabilities]: Aggregates probabilities across multiple model-event segments by reverse-engineering total event counts to yield an overall segment probability.","Use when you want to combine several existing model segments into one rolled-up probability without rebuilding the whole model. Helpful for testing composite paths, summarizing related transitions, or estimating the probability of a larger process fragment from known segment probabilities.",[,,,,,,
"    { ""name"": ""@add_segments_json"", ""type"": ""NVARCHAR(MAX)"", ""default"": ""NULL"", ""description"": ""JSON array of objects each with ModelID, EventA, and EventB to include in the aggregation."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""Return Value"", ""type"": ""FLOAT"", ""description"": ""Computed overall probability across the provided segments; NULL or error if any segment’s probability is zero."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.ModelEvents"", ""type"": ""Table"", ""description"": ""Holds per-segment rows and probability (Prob) for each EventA→EventB."" },",,,,,,,,,,
"    { ""name"": ""OPENJSON"", ""type"": ""Built-in Function"", ""description"": ""Parses the input JSON array into rows for joining against ModelEvents."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
VIEW,[dbo].[vwCaseTypeEventCounts],"Object Type: VIEW, Object Name: dbo.vwCaseTypeEventCounts: Aggregates visible event occurrences by case type and event, returning counts along with case type metadata and event descriptions. Access is filtered through the current user's access bitmap, while rows marked with AccessBitmap = -1 are treated as unrestricted.","Use when you want this view included in the Time Molecules object catalog even though it does not carry embedded metadata JSON. Helpful for metadata search, discovery, and retrieval across both programmable objects and views.",NULL,NULL,NULL,NULL,NULL,NULL,-1
